activePower,apparentPower,current,harmonic1,harmonic2,harmonic3,harmonic4,harmonic5,harmonic6,harmonic7,harmonic8,harmonic9,phase,reactivePower,voltage
14796,14796,4145,12765,2158,1633,1997,25769,1374,37977,410,46864,68,90,34856
14784,14785,4144,10709,1490,2120,2730,24937,192,38350,357,48035,66,87,34841
14799,14799,4146,13581,1486,2794,1888,24816,2404,38346,1013,49193,68,90,34859
14804,14804,4146,14770,2790,1186,2801,26980,359,36504,1197,46069,67,89,34865
14812,14812,4147,16713,1947,1257,2493,28402,742,37268,672,46161,67,88,34874
14807,14807,4147,15386,2408,3297,2195,26819,2457,39373,1902,51242,69,91,34868
14807,14808,4147,15802,1344,1411,2817,28168,526,36802,333,49568,66,88,34868
14799,14800,4146,13924,2244,931,2858,27583,1564,37278,274,49371,66,87,34859
14807,14808,4147,16359,2058,1563,2469,26987,441,36141,1266,49712,67,89,34865
14811,14811,4147,16406,1920,3083,2223,25669,2402,39190,1083,51310,68,90,34873
14813,14814,4148,16954,2358,2154,3239,26851,237,36579,455,49478,67,89,34876
14809,14809,4147,15708,1925,1653,2634,25539,675,37493,1267,49164,68,91,34872
14808,14808,4147,15672,1969,2035,3027,26450,821,37941,546,50647,67,89,34870
14807,14808,4147,15488,1628,1245,2094,27165,606,36529,561,49492,67,89,34870
14816,14817,4148,17482,2741,1994,2590,26845,932,38149,220,49767,66,88,34881
14799,14800,4146,13943,3116,2899,1830,26817,644,37406,719,49222,68,90,34859
14795,14795,4145,12295,1999,4725,2550,24984,1530,41068,1753,51346,69,91,34855
14818,14818,4148,17848,1916,2550,2022,27189,607,38956,720,49773,68,90,34883
14831,14831,4150,20424,2251,2324,1934,27416,331,38949,956,50163,66,88,34898
14827,14827,4149,19259,1535,2656,2352,27250,615,38725,509,49997,67,89,34895
14820,14821,4148,17875,2123,3178,2014,26704,1895,38368,1136,50985,69,92,34887
14811,14811,4147,16532,2086,798,3420,28543,1226,36659,1912,48813,65,87,34874
14801,14801,4146,13723,1130,3129,2115,26226,821,38692,235,50376,68,91,34863
14805,14805,4146,14679,2598,4524,2299,25746,1813,39619,2009,51782,70,93,34867
14825,14825,4149,19385,1603,2365,2690,27788,241,36947,1302,49908,66,88,34890
14827,14827,4149,19644,1531,2429,2307,27524,508,36546,1271,49523,66,87,34893
14819,14820,4148,18288,1910,2711,2125,26687,1043,38790,705,49924,67,89,34883
14816,14816,4148,17366,1595,2232,2485,27265,648,38997,982,50090,67,89,34880
14820,14820,4149,18490,2308,2337,2751,27596,95,38640,796,50151,66,88,34884
14820,14820,4148,18077,2243,2273,2296,27637,688,38110,891,50966,68,90,34886
14818,14819,4148,17430,1889,1898,1993,28541,870,38866,595,50179,67,89,34885
14803,14804,4146,14117,1836,3510,2293,27941,2110,38132,1628,51276,68,90,34867
14802,14802,4146,14102,2638,3524,2259,27115,2421,38769,826,50469,69,91,34863
14799,14799,4145,13303,2144,984,2832,27486,348,36327,1607,49355,65,86,34862
14784,14784,4143,10241,1709,2060,2255,25636,636,38317,613,50182,67,88,34842
14791,14791,4144,11886,1861,1666,3172,27342,678,39035,320,49903,67,89,34850
14801,14801,4146,13727,1831,929,2657,27011,818,39114,280,48983,67,89,34863
14804,14804,4146,14636,2541,1356,2472,27209,731,40512,266,49423,67,88,34866
14798,14799,4145,13356,1366,493,2797,27234,1148,41658,430,50766,69,91,34859
14789,14790,4144,11022,1534,346,1997,28127,1457,41762,774,51556,67,89,34850
14784,14784,4143,9904,2408,1105,2522,28576,780,40763,484,51039,68,89,34843
14770,14770,4141,6784,2127,934,2355,29043,447,40142,877,49173,67,89,34827
14776,14776,4142,8083,2194,423,2124,27980,1773,39804,479,49858,67,89,34834
14759,14759,4140,4474,2015,736,2169,26991,667,39726,1109,49892,68,90,34813
14767,14768,4141,6145,2723,517,2771,28243,268,38919,795,49338,66,88,34825
14792,14792,4144,11768,1449,1312,2722,28839,593,39174,995,49241,67,89,34853
14786,14786,4143,10223,1920,1378,2973,28345,699,39197,472,49996,69,91,34847
14778,14778,4142,8653,2428,65381,2932,30276,800,38273,1407,48255,65,86,34836
14774,14775,4142,7592,2160,65358,2119,27049,1412,39792,670,49336,69,91,34833
14785,14786,4144,10620,2222,64601,3302,30494,1007,38090,2033,47147,65,86,34844
