activePower,apparentPower,current,harmonic1,harmonic2,harmonic3,harmonic4,harmonic5,harmonic6,harmonic7,harmonic8,harmonic9,phase,reactivePower,voltage
7935,7936,2164,54979,1194,39315,1512,19785,823,23142,197,24867,141,100,35806
7937,7937,2165,55582,2122,39142,1131,21139,605,21709,251,24500,139,99,35805
7931,7932,2164,54018,1976,38403,1465,19345,1526,22958,1131,25120,141,100,35795
7929,7930,2163,53581,1934,35250,1961,19187,406,20853,938,22275,137,97,35793
7930,7931,2163,53769,1649,37366,1736,19439,659,21524,194,23685,140,99,35796
7933,7933,2164,54438,1595,37442,2253,19413,944,21464,345,23731,142,101,35800
7928,7929,2163,53672,850,37517,1760,19708,1187,21736,158,24262,142,100,35788
7928,7929,2163,53409,1005,37232,1449,19274,436,22295,235,23773,142,100,35788
7931,7931,2163,53853,2424,37112,2067,20349,904,20445,662,23507,139,98,35797
7929,7930,2163,53671,1479,38013,1403,18526,459,21976,305,24255,139,99,35791
7919,7920,2162,51251,1227,37878,877,19142,1333,21364,506,24485,139,98,35771
7911,7912,2161,49707,720,39367,1465,18203,1620,23263,685,24465,143,101,35750
7914,7915,2161,50331,1007,37845,1786,20141,656,21440,990,23397,138,97,35758
7920,7920,2162,51723,1338,38578,1814,19162,1318,22524,866,24610,141,100,35768
7923,7923,2162,52279,1248,38039,1356,21315,353,21551,476,23452,137,97,35777
7923,7923,2163,52436,1974,37492,1058,18353,1063,22175,173,25610,142,100,35775
7914,7915,2161,50096,774,37664,1537,18575,526,22256,529,25231,142,100,35761
7919,7920,2162,51502,1418,37280,652,19112,1017,22024,409,24448,141,100,35768
7917,7917,2162,51026,1883,38322,1900,19453,1303,22690,515,24029,139,98,35762
7917,7918,2162,51243,1517,38155,995,18911,821,22078,1425,24742,138,98,35762
7919,7919,2162,51216,1081,36831,668,19982,395,21909,1008,24375,139,98,35770
7915,7916,2161,50335,995,38351,1074,18122,1770,23024,960,25758,138,98,35763
7922,7923,2162,52163,2041,37558,1826,19927,257,21696,533,24222,138,98,35775
7925,7925,2163,52879,2149,37174,1774,18418,923,22339,451,23919,140,99,35780
7920,7921,2162,51982,941,37666,1915,20140,624,22164,419,24554,141,100,35767
7917,7918,2162,51323,982,38737,2233,18197,1499,22741,556,25504,141,99,35761
7919,7919,2162,51698,1605,37115,1966,19283,689,21971,1170,24150,139,98,35765
7919,7920,2162,51115,1204,37393,1784,18512,950,21894,1340,24822,140,99,35773
7917,7917,2162,50936,1196,38105,1800,18573,394,22592,391,24748,141,99,35764
7910,7911,2161,49541,1301,37109,1886,18165,675,22555,788,24208,139,98,35748
7918,7918,2162,51319,920,37706,967,18452,1453,23296,1378,25211,142,100,35764
7917,7917,2161,50781,858,36313,1123,18969,587,22645,266,23992,143,101,35764
7920,7920,2162,51653,1334,37448,1291,18393,501,22735,201,24505,140,99,35769
7922,7923,2162,52406,1558,35693,2080,19738,447,21635,1625,23401,139,98,35774
7914,7915,2161,50573,1704,37162,1434,17616,254,21777,464,24273,140,99,35757
7916,7917,2162,50799,1292,36907,2050,18661,250,23177,454,24524,141,99,35761
7921,7922,2162,51692,995,37850,2105,18686,237,22595,288,24620,140,99,35776
7924,7924,2163,52497,1103,37306,1317,19171,1044,23904,563,24374,139,98,35778
7928,7929,2163,53483,1265,37595,1869,17329,1612,23050,406,24385,139,98,35787
7925,7926,2163,52782,1567,37007,1601,18810,312,20992,822,23675,139,98,35784
7923,7924,2162,52146,729,37951,2073,17372,1131,22004,801,25522,141,100,35780
7931,7931,2163,53967,1592,37018,1653,19377,275,21737,512,23419,140,99,35795
7925,7925,2162,52385,890,37579,1535,18811,602,21824,754,24292,139,98,35784
7919,7919,2162,51433,1485,38521,1792,17704,1794,22861,1312,26105,143,101,35767
7916,7917,2161,50507,1112,36366,1605,18275,1274,21781,418,23269,138,98,35766
7927,7927,2163,53287,1465,35529,2084,19873,489,21425,1080,23264,137,97,35786
7934,7935,2164,54848,544,37371,1323,18199,1679,21467,728,24419,141,100,35802
7933,7934,2164,54962,1378,36403,1419,18576,405,21857,757,23671,142,100,35797
7921,7921,2162,51766,1726,36457,2054,19019,871,20047,412,24206,143,101,35773
7916,7916,2161,50749,1214,37201,1732,18957,601,21363,736,24369,141,100,35760
7921,7921,2162,51666,1945,36392,564,18654,588,21423,1395,24030,138,98,35774
7923,7924,2162,52216,1560,37743,1434,19991,523,21096,123,24323,140,99,35780
7928,7928,2163,53053,1394,37110,817,18402,453,21887,617,24888,142,100,35790
7925,7926,2163,52600,1435,38446,1150,18447,1073,21682,1259,24542,140,99,35784
7930,7930,2163,53772,2152,35900,2582,20385,808,20638,1504,22732,136,96,35794
7931,7931,2163,53560,1862,37719,2048,19050,835,20868,95,23773,142,101,35799
7930,7931,2163,53868,1212,36237,1255,18925,143,19794,248,23675,140,99,35793
7928,7929,2163,53201,1940,37553,1737,18743,1336,21277,314,24145,142,101,35791
7922,7923,2163,52411,1033,36834,912,18005,232,20749,734,23634,139,98,35773
7927,7927,2163,53339,1467,37503,1796,19191,635,21377,263,23997,140,99,35783
7934,7935,2164,54841,2599,37212,882,19611,324,21218,632,24057,140,99,35801
7940,7940,2165,56113,893,37829,1574,18610,738,21146,419,24108,138,98,35814
7930,7931,2163,53574,1750,37319,962,19407,434,21052,1357,23958,138,98,35797
7929,7930,2163,53674,1125,37590,1194,18887,626,21471,570,24330,142,101,35791
7922,7923,2162,52012,1418,38380,1996,17996,1733,22147,736,24569,142,100,35775
7928,7929,2163,53359,2072,37355,1933,19840,481,20848,1553,22762,138,98,35790
7934,7934,2164,54402,1546,37856,1242,18920,2016,22094,695,24384,141,100,35804
7937,7937,2164,55432,2324,35499,1618,19098,381,20596,993,22612,141,100,35808
7935,7936,2164,54781,895,37588,2184,18800,1289,21430,475,25433,144,102,35805
7932,7933,2164,54511,1464,38340,1233,19354,498,19946,523,23940,140,99,35795
7929,7930,2163,53568,762,39077,1768,18958,1191,21623,632,24269,140,99,35791
7934,7934,2164,54827,894,37653,1451,19355,670,21017,1098,23707,140,99,35801
7935,7936,2164,55077,1540,38137,1761,19893,281,20922,521,23701,139,99,35804
7928,7929,2163,53784,1015,37627,990,19168,984,21009,962,24174,140,99,35786
7928,7929,2163,53509,826,38442,1491,18588,1537,21002,484,24336,142,101,35787
7931,7932,2164,54303,1513,37571,1777,20105,169,20171,909,23739,140,99,35794
7932,7933,2164,54219,1875,38571,1587,18902,1217,20630,638,25181,145,102,35799
7936,7937,2164,55131,1218,38336,774,18743,945,21541,811,24525,141,100,35808
7937,7937,2164,55483,376,37766,1220,18942,403,21814,529,23984,139,98,35806
7938,7939,2165,55686,953,37856,1351,19086,385,20804,635,23700,140,99,35812
7944,7945,2165,56994,1189,37979,1477,19880,800,20277,629,23535,138,98,35824
7948,7949,2166,57869,1300,38663,1659,19393,800,20910,489,23776,140,99,35834
7950,7950,2166,58550,1939,38008,809,18989,297,20125,1262,22726,139,99,35835
7939,7940,2165,55583,1091,38284,1449,17634,1358,20977,898,23913,142,101,35818
7941,7941,2165,55998,501,38186,1412,18578,1313,20849,314,24118,144,102,35820
7948,7948,2166,57937,1620,37806,1163,19311,382,21180,810,24103,140,99,35831
7949,7949,2166,58083,1198,38824,710,20154,759,20723,529,23654,140,99,35834
7948,7949,2166,57614,837,38395,1214,18828,435,21956,779,24617,141,100,35836
7945,7945,2165,56760,1065,39379,1358,17590,1440,21233,1004,24431,139,99,35828
7945,7946,2166,57288,1250,38089,1461,19064,232,21207,874,23038,142,100,35827
7955,7956,2167,59227,800,38420,1105,18502,1147,20538,692,23908,142,101,35850
7959,7959,2167,60162,1597,37675,1865,19792,940,21184,402,23268,140,99,35857
7955,7955,2167,59493,741,37267,1650,18764,407,20318,925,23452,140,99,35847
7953,7954,2167,58822,898,38284,1912,16882,1538,21451,698,24872,143,102,35846
7958,7959,2167,60135,1175,37881,1773,17507,262,19670,694,23309,140,99,35855
7967,7968,2169,62342,1466,39227,982,17311,941,21328,803,24608,141,101,35873
7966,7966,2168,61701,1060,38634,1651,17629,627,20717,862,24226,141,100,35873
7962,7962,2168,61003,1373,38529,1030,17906,627,20195,271,23915,141,101,35863
7962,7962,2168,60852,746,38227,1107,18755,644,19898,373,23816,141,100,35864
7963,7964,2168,61004,1015,37689,1268,18290,923,19749,363,23900,140,99,35869
7965,7966,2168,61460,1634,37485,1218,19763,500,19944,943,22815,140,99,35872
7967,7967,2168,61734,1532,37949,925,17820,872,21048,1138,23718,141,100,35877
7949,7949,2166,57842,1726,37619,821,17011,988,19760,634,24374,141,100,35836
7935,7936,2164,55102,1070,37393,1455,17837,531,20156,576,23569,139,98,35805
7924,7924,2162,52299,932,37943,1530,17525,109,20525,64,24000,138,98,35781
7923,7923,2162,52286,1407,36662,1968,17108,1235,20321,476,24872,141,100,35776
7926,7926,2163,52944,2092,36766,1107,18013,307,20504,479,22812,140,99,35784
7915,7916,2161,50173,993,37741,1550,17910,485,20158,689,23157,142,100,35765
7906,7907,2160,48450,1011,37191,1634,16226,565,20208,197,23588,141,100,35740
7900,7900,2159,47321,1404,36960,1399,15373,719,19670,185,23469,141,99,35725
7908,7909,2161,49351,1634,36684,2093,17559,723,19038,631,22338,140,99,35742
7913,7914,2161,50508,997,36849,1457,17069,230,19657,485,23171,140,99,35752
7906,7907,2160,48940,906,37745,1054,16268,502,21130,719,24655,141,99,35737
7896,7897,2159,46331,1419,37315,897,15807,964,20763,715,24033,140,99,35717
7893,7894,2159,46093,1269,36581,2115,17015,564,19474,1529,23562,140,98,35709
7889,7889,2158,44717,1383,36141,1500,16265,632,18495,751,23334,141,99,35702
7886,7886,2157,44420,1005,37322,1562,15966,1136,18548,745,23303,142,100,35691
7879,7880,2156,42794,756,36855,1480,16150,499,18686,369,24315,142,100,35679
7876,7877,2156,42002,1288,36992,1461,15606,344,18404,300,23861,141,99,35672
7868,7869,2155,40572,1312,37389,1378,15168,602,18660,474,24318,142,100,35650
7863,7864,2154,39449,985,36876,1182,15605,731,17877,284,23709,138,97,35640
7866,7867,2155,40278,1208,36638,1628,15813,698,17799,398,23836,139,98,35646
7859,7859,2154,38289,791,36987,1764,14915,1092,19190,471,23949,140,98,35632
7856,7857,2153,37748,910,37114,1489,14950,793,18075,340,23733,142,100,35625
7864,7864,2154,39558,2151,34749,1448,15795,318,16959,956,22553,137,96,35643
7863,7864,2154,39258,1318,36654,1742,16043,678,18129,564,23629,143,100,35642
7865,7865,2155,39585,908,37665,1291,14939,1304,18216,587,24331,141,99,35644
7867,7868,2155,39956,1982,37056,2164,16077,364,17064,473,23359,139,97,35653
7862,7862,2154,39096,1398,36067,1668,15033,426,16663,616,23870,141,99,35639
7865,7866,2155,39715,986,37883,1835,14460,1307,18258,847,25349,141,99,35646
7869,7869,2155,40226,1340,37047,2207,16447,353,17647,189,24106,140,98,35657
7873,7874,2155,41225,1183,36753,1071,16409,647,17191,642,24012,139,98,35667
7867,7868,2155,39793,1284,37000,1225,16127,625,16507,252,24002,140,98,35656
7865,7866,2154,39443,1511,37964,1497,16432,1706,17510,415,23657,144,101,35649
7872,7873,2156,41460,888,37294,1393,16934,528,17355,594,23805,138,97,35661
7876,7877,2156,42066,1341,37588,712,15367,784,17942,1070,24790,142,100,35672
7877,7878,2156,42514,1482,37035,1468,16816,706,16817,930,23218,139,97,35673
7870,7871,2155,40864,1100,37328,1077,16344,389,17499,1250,23372,142,100,35659
7869,7870,2155,40682,1038,38124,1639,14256,1156,18985,785,25366,144,101,35655
7865,7866,2154,39591,1646,37522,1545,16918,738,17266,1188,24868,140,98,35648
7869,7870,2155,40466,1366,37329,2025,16208,498,18493,770,24573,143,100,35657
7862,7862,2154,39062,1250,37096,1297,16523,460,18398,1050,24516,140,98,35637
7862,7863,2154,38940,1167,37209,940,16357,490,17850,239,23915,140,98,35641
7851,7852,2152,35933,1084,38042,1482,15135,1688,18078,849,24065,142,99,35622
7858,7858,2154,38241,1736,37167,1336,16321,251,16366,448,24267,140,98,35628
7861,7861,2154,38638,1045,36727,1466,16635,566,17291,347,24221,140,98,35638
7865,7866,2154,39551,608,37639,650,17155,203,17837,1060,23825,139,98,35648
7861,7862,2154,38465,661,38254,2352,15425,1080,18682,840,25822,142,99,35639
7856,7856,2153,37657,1377,38068,1495,16878,430,17713,388,24251,139,97,35624
7855,7856,2153,37539,600,38496,994,16428,1016,18335,247,25349,143,100,35623
7857,7858,2153,37659,833,37891,1736,16464,80,17295,432,24258,140,98,35632
7863,7864,2154,38874,1348,37274,2078,18962,452,16806,1474,22551,137,96,35646
7866,7866,2155,39957,1582,37634,1090,16857,947,17526,673,24398,140,98,35646
7862,7863,2154,38748,1278,37972,1327,16426,870,17988,90,24485,140,99,35643
7865,7866,2155,39775,1301,36794,2101,17628,579,16489,1391,22839,140,98,35648
7862,7862,2154,39172,898,37655,1894,15309,1829,18215,1089,23703,145,102,35635
7866,7867,2155,40020,1059,37881,2175,16524,455,16930,868,23039,141,99,35647
7868,7869,2155,40220,762,37057,1558,16010,665,17153,442,23768,141,99,35655
7867,7868,2155,40057,735,37894,1334,16227,452,17896,411,24472,140,99,35651
7853,7854,2153,37143,1677,37572,1804,15950,192,17968,206,24009,140,98,35620
7851,7852,2153,36732,1519,36978,1518,16560,718,17430,279,23785,139,98,35614
7857,7858,2153,37934,1448,36372,1793,17101,596,16919,496,22832,140,98,35630
7865,7866,2155,39696,1097,37010,1097,16936,557,17104,481,22844,142,99,35647
7864,7864,2154,39469,1023,37650,2558,15730,1171,18425,1102,23806,142,100,35641
7861,7861,2154,38728,1888,37203,1141,16187,423,17316,274,23570,141,99,35637
7859,7860,2154,38475,703,36963,1509,16002,943,17293,266,23350,139,98,35633
7860,7861,2154,38631,1334,36102,1568,16902,819,16886,215,23590,141,99,35636
7859,7860,2154,38172,702,38091,1374,16613,346,17514,543,24284,140,98,35635
7855,7856,2153,37464,1006,37494,1466,16731,791,18051,635,23999,140,98,35625
7848,7849,2152,36119,1166,37273,1122,16098,540,17834,741,24143,141,99,35607
7851,7851,2153,36762,1485,37333,1665,16286,873,17713,624,22860,141,99,35612
7852,7852,2153,36754,1625,37364,1109,15769,242,17378,740,24022,140,98,35616
7856,7857,2153,37701,1083,36642,1246,15894,468,18082,530,24002,140,98,35625
7854,7854,2153,36902,1454,37262,1384,15339,1045,17260,507,23619,141,99,35624
7859,7860,2154,38195,1334,37003,1447,14870,380,17367,456,23988,140,98,35634
7858,7859,2154,38395,1409,37250,2031,15894,721,17548,649,23772,139,98,35628
7860,7861,2154,38189,792,38246,1833,14619,1461,18520,339,25269,143,100,35639
7859,7860,2153,38015,1456,36324,2096,16387,470,17222,573,24086,140,98,35638
7871,7872,2155,40908,872,37749,1060,15044,934,16547,525,24673,141,99,35661
7873,7874,2155,41163,1181,38020,1483,14938,409,16935,727,23632,139,98,35668
7875,7876,2156,41797,1579,38508,1364,14441,1015,17041,1019,24721,140,98,35671
7870,7871,2155,40570,1597,37343,1121,14328,590,16971,571,23392,139,98,35660
7871,7871,2155,40863,1511,37856,1512,14916,989,17209,653,23619,139,98,35661
7868,7869,2155,40453,663,37038,1539,14859,296,17466,802,22448,139,98,35654
7870,7870,2155,40518,789,37541,978,13873,1067,18213,156,23868,141,99,35658
7877,7877,2156,42624,1356,37441,1463,15339,774,16763,699,22696,138,97,35669
7879,7879,2156,42687,842,38420,1981,13579,1302,17972,449,24590,143,100,35677
7880,7880,2157,43017,1298,38241,1795,15644,258,17119,819,22498,139,98,35680
7873,7873,2155,41147,1134,37774,1550,14742,534,18074,1088,23714,140,98,35666
7871,7871,2155,40770,1286,38032,1345,14853,283,17017,516,23274,140,99,35660
7874,7874,2156,41508,929,37469,1526,16343,202,17503,266,23734,139,97,35667
7874,7874,2156,42055,1126,36483,1636,15971,1219,16421,1379,22484,139,98,35662
7870,7870,2155,40968,1751,37886,2116,13793,2017,18464,767,24216,146,102,35653
7873,7873,2155,41240,1233,37621,1986,15731,326,18231,456,23535,141,99,35665
7883,7884,2157,43384,1530,38075,2017,16664,70,18187,383,23483,139,98,35690
7889,7890,2158,45220,667,38370,1776,15882,1343,17132,867,24316,143,100,35700
7881,7882,2156,42776,856,37682,1492,15695,848,18112,399,23571,142,100,35689
7868,7869,2155,40228,620,37417,1075,15628,955,17673,234,23838,141,99,35655
7871,7872,2155,40780,639,37935,1804,17097,220,17639,314,22691,139,98,35662
7877,7878,2156,42449,980,37666,694,17205,549,17709,1179,22554,140,98,35672
7884,7884,2157,43888,802,38249,1690,17014,180,17476,147,22205,141,99,35687
7880,7881,2156,42726,1069,39099,1424,15478,742,17837,967,24191,144,101,35683
7878,7878,2156,42200,1053,38656,1804,14791,619,17980,1092,24088,140,98,35678
7878,7878,2156,42265,1509,38525,1618,15441,452,17647,739,23151,140,99,35677
7886,7887,2157,44175,1220,38760,1880,14994,744,17545,755,24576,141,99,35695
7889,7889,2157,44455,1659,36906,1452,16474,1044,16683,682,22672,138,97,35705
7884,7885,2157,43687,592,38527,1238,15005,1037,17152,358,23011,144,101,35693
7888,7889,2158,44888,1025,38553,1635,16385,607,17027,874,22578,139,98,35697
7882,7883,2157,43175,888,39462,1870,14941,1426,18090,1704,23723,141,99,35688
7889,7890,2158,45346,1050,37605,762,15410,1050,17477,883,22982,141,99,35698
7889,7890,2158,44760,1653,37968,1166,16323,1195,18090,965,23435,142,100,35702
7882,7883,2157,43481,968,37888,1835,15862,450,17631,115,23003,143,100,35684
7882,7883,2157,43380,276,37641,1631,15845,462,17986,789,22900,141,99,35685
7885,7885,2157,43943,699,38281,1136,16439,291,17918,475,23144,142,100,35691
7881,7881,2157,42951,1507,37152,1963,16400,506,17000,1147,22451,140,98,35684
7889,7889,2158,44779,962,38923,1301,15244,1419,18210,1133,23456,142,100,35700
7884,7884,2157,43713,1576,37179,1407,16429,395,17443,494,22411,141,99,35690
7886,7886,2158,44474,1793,37115,2462,17039,526,17224,159,22655,141,99,35690
7885,7886,2157,43804,1722,38280,1715,15334,1202,18032,1110,23459,140,99,35695
7885,7886,2157,43828,605,37834,1926,16762,808,17356,1516,22767,141,99,35695
7883,7884,2157,43531,1240,38876,1040,14678,2036,17515,1111,23438,143,101,35689
7885,7885,2157,43936,1919,37753,2268,16957,331,17351,1099,23384,138,97,35692
7879,7880,2156,42212,1562,38530,2032,15022,1248,18805,650,24326,142,100,35684
7890,7891,2158,45163,1123,37944,1752,16748,382,17363,65,22795,139,98,35704
7896,7896,2158,45908,1263,37082,380,16424,1094,17652,433,22783,140,98,35720
7896,7896,2159,46264,897,37337,1313,16831,396,17422,150,22679,140,99,35717
7897,7897,2159,46497,966,38487,1957,16082,1237,17912,179,24574,141,99,35718
7894,7894,2158,45951,2054,37286,1010,16886,490,17144,954,22289,139,98,35712
7895,7896,2158,45892,1093,38112,1520,15502,606,17424,820,23528,143,100,35717
7898,7899,2159,46844,859,37804,1195,17251,734,18108,488,22941,139,98,35723
7895,7896,2159,46237,1264,37845,1011,15892,190,17876,867,23153,142,100,35716
7895,7896,2159,46526,695,37811,1775,16174,724,16959,607,23110,140,99,35713
7891,7892,2158,45405,984,37671,1762,15205,1103,17853,1377,24777,144,101,35705
7891,7891,2158,45626,1284,37681,1155,17538,568,17738,219,22934,140,99,35701
7885,7886,2157,43857,546,37020,778,16713,281,16835,1068,22605,141,99,35696
7893,7894,2158,45924,1521,38009,1396,15057,1139,17363,714,23635,144,102,35709
7894,7895,2159,46383,810,37584,1228,15852,449,16958,923,22611,141,99,35708
7901,7902,2160,47833,786,38232,1981,14277,763,17362,497,22404,143,101,35726
7897,7897,2159,46722,1121,37512,1502,16356,692,16894,802,22906,139,98,35717
7892,7893,2158,45590,999,39118,1540,14457,1509,18064,868,25107,142,100,35707
7894,7894,2158,45940,987,38325,2264,15590,346,16538,921,23409,140,99,35712
7898,7898,2159,46629,687,37607,734,16230,525,17025,871,22608,139,98,35723
7905,7906,2160,48695,1174,37676,1339,15679,116,17291,99,22454,140,99,35734
7905,7906,2160,49057,713,37598,1556,15186,280,17329,501,23329,142,100,35731
7900,7901,2160,47703,1560,37600,1236,15398,222,17021,697,22988,142,100,35722
7897,7898,2159,46852,1578,38477,858,14792,2090,18234,926,25864,141,99,35718
7901,7901,2160,47821,1424,38270,2235,16308,1019,16969,878,23389,140,98,35724
7903,7904,2160,48202,1362,37909,1211,15083,139,17549,1450,23529,142,100,35732
7906,7907,2160,48959,651,38629,1238,14716,893,17585,422,25152,141,99,35737
7896,7896,2159,46519,1049,38772,1164,14566,1022,17213,765,24235,141,99,35714
7893,7894,2158,45862,1223,37887,1194,15820,479,17176,1262,24177,139,98,35710
7895,7896,2159,46112,888,37466,1500,13783,1030,16934,383,24466,142,100,35717
7908,7909,2161,49378,1200,38130,1643,15281,424,16188,543,24470,142,100,35740
7911,7912,2161,49747,944,38331,898,15538,1088,16239,542,23733,140,99,35751
7901,7901,2159,47354,1573,37290,1234,15138,669,16910,556,24045,141,99,35728
7898,7899,2159,46865,878,38634,1656,15628,395,16261,504,24088,140,98,35722
7902,7903,2160,48410,889,37788,1078,16107,555,16617,1005,24590,141,99,35725
7903,7903,2160,48072,1613,38666,1150,14521,840,17601,552,25090,143,101,35729
7900,7901,2159,47349,1064,38256,2216,16337,485,16872,1450,24097,141,99,35727
7898,7899,2159,46986,668,37634,1230,15099,931,16708,513,24507,141,99,35721
7900,7901,2159,47357,1186,38292,1488,15131,286,15529,682,24272,141,99,35725
7903,7903,2160,48279,643,37448,1332,15262,1168,16469,715,24476,143,101,35729
7902,7903,2160,47833,1520,38236,918,15805,928,16943,249,23908,143,101,35730
7902,7902,2160,47919,1216,37924,950,15164,1450,16435,400,23583,141,99,35727
7899,7900,2159,47039,1096,36851,1648,16382,379,17144,375,24674,141,100,35725
7902,7902,2160,47991,1293,38099,1808,16289,502,16632,728,23485,138,97,35726
7904,7905,2160,48370,750,37800,1338,15963,660,16959,1086,23998,139,98,35734
7907,7907,2160,49193,1070,38391,417,16494,264,17074,459,24700,139,98,35736
7912,7912,2161,49950,2101,38634,1387,16128,782,17295,245,25013,145,102,35751
7896,7896,2159,46630,1244,36887,1202,17220,172,16435,347,24516,141,99,35713
7890,7890,2158,45217,288,37474,1346,16260,603,17048,834,24075,140,99,35701
7880,7881,2157,43154,663,37204,1221,14378,1852,17209,624,24737,141,99,35679
7882,7883,2157,43411,1129,38572,1303,14856,739,16932,728,25021,142,100,35684
7886,7887,2158,44541,1082,36723,2108,15988,606,16138,952,23764,142,100,35693
7892,7892,2158,45706,1235,38270,958,14308,965,17482,262,25744,142,100,35704
