activePower,apparentPower,current,harmonic1,harmonic2,harmonic3,harmonic4,harmonic5,harmonic6,harmonic7,harmonic8,harmonic9,phase,reactivePower,voltage
1,1,14,530,352,598,783,368,393,779,275,593,33425,0,35666
2,2,14,1018,846,740,542,264,657,417,601,105,34312,0,35680
1,1,14,768,176,500,847,787,253,35,698,479,33313,0,35704
2,2,14,1126,241,560,585,106,296,976,289,195,30626,1,35700
0,0,14,285,503,415,479,614,105,173,539,184,27404,0,35697
0,0,14,357,545,571,187,578,357,144,302,811,30260,0,35697
0,1,14,564,582,187,928,468,253,310,505,27,16657,1,35706
0,2,14,873,450,748,831,445,475,730,71,271,22366,1,35690
1,1,14,646,127,1103,303,381,755,353,138,941,27791,0,35678
1,2,14,905,793,367,82,690,417,416,774,330,27055,1,35669
0,0,14,421,456,1209,124,729,146,511,437,537,24019,0,35652
0,1,14,699,582,182,825,581,296,140,757,359,22926,1,35646
1,1,14,512,770,707,749,933,902,200,261,847,33880,0,35672
2,2,14,953,641,375,315,350,616,45,390,95,34424,0,35659
3,3,14,1423,228,78,195,144,441,712,220,167,31079,1,35644
1,1,15,517,702,542,433,1038,401,420,710,384,30588,0,35651
1,1,14,653,526,573,783,179,547,424,624,283,32963,0,35674
1,1,14,738,916,313,572,329,1277,518,54,480,6533,0,35658
2,2,14,1176,564,305,843,270,251,629,834,338,32291,0,35622
2,2,14,1174,18,911,665,658,488,298,584,1051,32679,0,35617
2,2,14,1056,401,252,518,258,218,394,242,205,31843,0,35640
0,1,14,474,764,470,402,602,527,373,205,653,26110,0,35669
1,2,14,1191,533,591,1020,850,837,563,580,511,26872,1,35657
2,2,14,996,1120,830,409,545,644,509,993,140,30248,0,35625
2,3,14,1508,274,351,615,649,474,598,813,344,28175,1,35628
1,1,14,503,260,472,279,407,571,265,387,657,30972,0,35691
0,0,14,396,582,417,123,837,560,681,509,405,27411,0,35722
1,1,15,739,521,1072,571,360,625,543,497,453,33920,0,35736
1,1,15,787,175,364,588,523,481,450,501,854,32173,0,35684
0,1,14,727,1051,390,608,285,351,696,569,345,25040,1,35652
1,1,14,602,299,421,340,620,564,1076,411,345,31192,0,35679
1,1,14,828,810,1170,220,350,763,193,242,549,31064,0,35701
0,0,14,112,560,86,479,153,297,748,497,163,34117,0,35704
0,0,14,412,458,301,776,449,324,191,708,324,32635,0,35669
0,1,14,594,423,344,580,903,333,428,553,238,23194,1,35638
0,0,14,108,411,231,301,235,589,210,204,930,13839,0,35663
1,1,14,821,873,361,195,159,835,336,365,262,29929,0,35667
0,0,14,296,703,263,578,461,634,649,616,587,31802,0,35675
1,1,14,556,765,401,257,315,857,854,368,237,32310,0,35668
1,1,15,673,801,493,1032,600,175,241,694,516,30854,0,35647
2,2,14,1211,563,108,472,251,159,595,239,263,30245,1,35653
0,0,14,151,1126,259,513,756,622,438,291,467,33684,0,35683
1,1,14,725,891,864,567,772,336,549,471,427,30275,0,35692
0,0,15,340,594,302,460,1198,485,271,855,488,13624,0,35688
0,0,15,311,321,230,412,792,756,585,339,439,23093,0,35656
2,3,14,1394,384,760,250,401,620,332,281,610,27487,1,35690
1,1,14,784,328,284,131,571,268,434,420,408,35030,0,35696
1,1,14,874,162,82,306,893,577,372,840,502,29903,0,35700
0,1,15,551,606,911,137,923,777,146,431,615,13811,1,35695
2,2,14,1036,469,1043,156,199,822,462,233,411,33080,0,35706
0,0,14,64,190,803,181,385,641,1217,211,309,22237,0,35711
0,0,14,274,186,620,259,400,85,556,253,477,21325,0,35662
1,2,14,1091,156,475,216,508,670,595,38,1325,23014,2,35648
0,0,15,285,770,85,350,993,774,221,657,756,27446,0,35690
1,2,14,929,589,473,137,427,597,639,260,273,27401,1,35746
1,1,14,713,424,214,458,115,185,104,785,134,25842,1,35735
0,0,14,259,171,148,357,634,70,193,625,414,28248,0,35685
0,0,14,214,43,613,29,403,751,597,296,763,17269,0,35672
1,1,15,587,715,952,209,302,296,894,1050,333,29576,0,35648
2,2,15,1070,90,381,296,789,439,395,544,230,33696,0,35687
2,2,14,1027,208,856,746,385,634,889,500,234,34777,0,35706
2,2,14,924,1038,532,699,543,170,876,149,317,34278,0,35675
1,1,15,557,159,492,257,482,530,265,564,1214,30677,0,35645
2,2,14,940,270,366,300,373,537,381,531,322,35050,0,35658
0,0,14,413,182,193,199,452,643,384,718,611,34757,0,35667
1,1,15,610,563,935,809,406,487,873,584,769,31914,0,35665
1,1,14,666,156,298,354,207,662,619,409,267,34076,0,35674
0,1,14,525,548,449,969,736,915,771,607,436,18732,1,35684
0,0,14,403,307,621,440,116,178,356,359,386,29491,0,35705
2,2,14,945,736,417,558,369,472,298,405,361,34641,0,35667
1,1,14,606,244,327,493,674,129,118,96,728,32222,0,35645
1,1,15,619,192,461,449,540,612,1034,195,109,31559,0,35650
1,2,14,934,131,443,618,489,149,573,316,373,25361,1,35663
1,1,14,682,445,910,600,476,1039,303,504,171,30677,0,35680
0,0,14,341,337,467,558,981,872,366,192,205,34439,0,35694
2,2,14,1173,502,178,181,202,189,44,287,672,29829,1,35683
2,2,14,1167,280,270,838,419,766,549,741,507,30907,0,35681
0,0,14,380,102,1601,483,122,696,709,583,259,30496,0,35705
0,0,14,338,372,836,535,462,176,507,517,775,30983,0,35680
2,3,14,1637,92,302,128,156,590,443,235,469,25021,2,35686
1,1,15,566,1050,580,677,758,222,582,324,575,31175,0,35691
2,2,15,1252,856,316,437,562,582,35,479,217,31470,0,35723
0,0,14,327,663,265,655,211,382,384,627,366,22390,0,35707
1,1,14,478,411,397,299,642,540,509,976,485,32564,0,35725
1,1,14,802,946,561,828,287,74,799,145,184,34719,0,35697
0,1,14,534,441,230,163,878,766,213,299,601,27123,0,35688
0,1,15,501,797,529,837,100,324,532,233,667,29225,0,35696
1,2,14,1007,503,424,540,267,255,599,640,301,28810,1,35696
0,0,14,446,85,315,167,494,336,511,560,448,17011,0,35697
1,1,14,651,1229,558,448,363,347,512,61,385,32326,0,35671
0,0,14,439,414,436,722,467,323,574,729,270,31441,0,35698
0,1,14,436,424,398,912,627,431,500,833,982,29174,0,35712
2,2,14,975,801,330,405,82,359,558,1134,283,35076,0,35715
1,1,14,670,997,86,201,611,255,279,243,591,27514,0,35700
0,0,14,349,939,497,600,638,417,38,436,515,21532,0,35714
1,1,14,828,874,130,542,1040,441,420,607,107,32034,0,35722
1,2,15,882,299,798,433,351,159,97,660,344,30761,0,35705
2,2,14,1078,95,325,570,832,195,490,772,105,32663,0,35674
0,2,14,1201,663,443,627,411,150,592,173,515,15440,2,35672
1,1,14,637,964,499,650,781,458,238,373,124,33289,0,35690
0,0,14,224,1003,492,495,554,1390,384,691,494,12541,0,35712
2,2,15,1175,602,596,872,457,176,300,406,172,32933,0,35716
2,2,14,1168,105,647,401,314,1066,199,404,453,26875,1,35685
1,1,14,642,793,69,387,327,659,484,408,83,33615,0,35677
0,1,14,390,66,562,790,679,160,893,944,313,20385,1,35705
0,0,15,352,616,280,323,603,486,827,925,583,29150,0,35708
0,1,14,673,794,483,337,641,554,329,402,338,20763,1,35681
3,3,14,1544,454,1161,290,809,806,618,421,721,35016,0,35695
2,2,14,1044,543,934,648,664,912,366,941,588,31806,0,35721
1,1,14,755,742,652,279,103,748,683,621,582,33696,0,35737
0,1,14,759,536,126,67,633,350,195,617,707,18654,1,35732
1,1,14,861,864,702,363,630,298,318,284,228,33259,0,35695
1,1,14,777,311,785,387,653,72,881,183,605,33092,0,35693
0,0,14,218,293,180,909,490,41,637,52,216,29470,0,35731
0,1,14,578,988,471,559,311,441,700,408,391,26265,0,35741
1,1,14,671,420,180,282,740,818,366,191,375,34412,0,35697
2,2,14,1211,111,540,602,191,749,786,738,298,33115,0,35690
1,1,14,787,634,275,757,223,911,420,453,346,28618,1,35689
0,0,14,301,1258,277,622,499,128,830,432,802,29797,0,35691
0,1,14,531,849,462,318,658,508,519,497,222,28555,0,35701
1,1,14,846,271,654,549,275,479,282,422,333,30289,0,35692
2,2,14,1203,794,338,883,301,979,484,529,493,30252,1,35707
0,0,14,477,155,150,463,607,293,726,327,437,24721,0,35705
1,1,14,913,379,836,879,148,305,1018,446,394,26696,1,35714
1,1,14,451,432,528,727,532,186,26,856,546,34850,0,35707
1,1,14,745,302,214,445,384,775,233,383,670,32695,0,35710
0,0,14,392,592,509,429,509,554,492,1181,86,24571,0,35740
2,2,15,882,636,580,650,662,494,1272,558,253,32721,0,35712
1,1,14,591,226,330,504,228,742,550,292,246,28509,0,35706
3,3,15,1633,887,1161,591,329,330,623,266,981,30431,1,35671
1,1,14,798,414,354,366,240,145,321,425,566,34694,0,35672
1,1,15,652,944,327,596,540,646,793,629,371,30137,0,35678
2,2,14,1038,331,408,423,406,132,684,236,883,32108,0,35675
0,0,14,257,919,414,386,616,697,498,125,108,5144,0,35650
3,3,14,1480,131,146,473,108,284,736,562,580,31116,1,35652
2,2,14,952,586,241,104,67,721,340,636,519,32265,0,35669
2,2,14,1091,811,256,541,206,1086,431,500,866,31623,0,35653
2,2,14,1096,524,142,223,383,418,216,316,477,31064,0,35645
2,2,15,923,341,298,250,421,324,822,516,103,33528,0,35632
2,2,14,1128,577,593,835,241,482,677,251,40,29711,1,35628
0,0,14,373,789,410,224,695,146,644,632,411,34811,0,35638
1,2,14,912,330,579,336,151,443,846,325,499,28778,1,35656
1,1,15,591,614,946,72,854,1077,579,545,704,32467,0,35680
0,0,14,324,436,262,409,698,643,186,879,244,23415,0,35686
0,0,14,205,231,299,278,704,177,433,681,426,8481,0,35694
0,1,14,482,346,263,691,465,585,294,151,139,23273,0,35682
1,1,14,490,842,595,372,388,197,480,739,106,6138,0,35676
1,1,15,494,254,228,362,564,209,293,297,733,34131,0,35641
1,1,14,705,345,814,522,560,176,93,618,168,32168,0,35631
1,1,14,498,1097,532,858,590,296,314,576,709,29595,0,35640
2,2,14,967,344,695,567,660,353,269,303,950,30718,0,35657
0,1,15,554,323,354,108,467,138,450,686,185,21586,1,35654
0,2,14,971,470,741,340,226,339,88,310,599,20946,2,35657
0,1,14,456,549,658,210,757,239,356,340,219,27055,0,35643
0,1,14,456,431,855,776,200,737,500,180,192,30154,0,35634
0,1,14,646,117,76,538,306,714,356,558,774,25224,1,35658
1,1,14,520,510,607,388,374,524,882,483,831,32157,0,35680
1,1,14,716,740,645,790,917,246,477,1278,414,32054,0,35675
1,1,14,630,333,706,642,619,471,389,437,323,29121,0,35631
1,1,14,721,408,329,344,192,241,330,317,352,28369,0,35644
1,1,14,607,616,328,596,756,547,117,457,303,27476,0,35646
0,0,14,182,239,562,497,471,432,153,81,372,16435,0,35650
2,2,14,960,326,137,354,537,156,665,291,348,31893,0,35635
1,1,14,586,928,284,135,762,620,710,252,511,32892,0,35626
2,3,14,1378,582,309,444,475,687,315,82,573,29194,1,35630
1,2,14,922,666,600,469,501,112,557,509,666,31542,0,35635
1,1,14,804,185,276,279,516,1160,251,1125,813,26033,1,35626
0,1,14,834,351,533,409,425,601,588,175,537,23551,1,35601
2,2,14,1034,450,351,865,790,328,557,1098,542,33625,0,35618
0,0,14,377,667,499,735,42,168,413,1161,410,29135,0,35629
2,2,14,997,407,642,285,927,371,454,299,560,32432,0,35661
1,1,14,654,1101,967,494,434,283,558,462,846,28000,0,35653
1,1,14,641,527,326,357,164,291,511,304,284,34474,0,35656
0,0,15,285,115,444,643,139,293,279,881,593,31512,0,35640
0,1,14,457,883,688,917,98,1146,371,203,458,27736,0,35659
0,0,14,510,648,527,220,328,763,298,368,396,23592,0,35667
1,1,15,826,532,657,263,502,98,752,364,1044,34043,0,35654
1,1,14,533,161,437,201,619,842,888,306,751,29708,0,35661
0,1,14,543,388,649,595,345,237,411,719,433,26264,0,35665
1,1,14,756,660,303,296,601,244,519,436,1236,33521,0,35663
0,0,14,178,781,1300,610,590,288,864,552,367,20205,0,35661
0,0,14,337,128,351,575,364,390,849,279,693,27693,0,35665
0,0,15,140,279,171,497,157,366,373,431,981,24037,0,35661
1,2,14,990,841,644,723,307,674,444,199,539,29275,1,35651
0,0,14,306,282,165,605,430,311,548,73,579,7294,0,35652
0,0,15,419,693,635,790,805,290,586,64,316,25778,0,35650
0,0,15,322,370,661,579,446,258,569,203,1033,31656,0,35649
1,2,14,917,376,596,686,394,225,125,289,551,25523,1,35664
0,1,14,448,573,26,573,498,322,603,594,86,29373,0,35647
1,1,15,823,420,452,1035,612,429,659,446,575,29545,0,35629
1,1,14,850,570,619,212,340,531,1278,530,73,34309,0,35640
1,1,14,815,174,561,394,349,889,43,291,388,31879,0,35652
1,1,14,744,304,665,105,453,397,298,626,295,30790,0,35652
2,2,14,1139,422,1002,764,106,391,394,461,805,31529,0,35650
1,2,14,912,189,545,516,837,574,450,427,713,30458,0,35653
1,1,14,593,1180,597,247,75,845,87,416,332,32355,0,35650
1,2,14,1057,436,136,202,609,392,622,158,260,27954,1,35655
2,2,14,936,355,26,869,354,845,172,536,843,34089,0,35659
1,1,14,782,103,535,228,532,859,714,318,209,31591,0,35635
0,1,14,464,508,568,487,863,174,187,294,337,20607,1,35639
2,2,15,1063,476,313,282,929,516,184,322,168,32280,0,35661
0,0,14,363,874,616,502,718,112,316,292,919,22298,0,35679
0,0,14,387,697,306,77,376,241,178,746,255,33127,0,35683
2,2,14,1108,597,304,705,438,513,647,702,449,32082,0,35675
0,0,14,384,373,182,526,393,393,285,281,405,34636,0,35682
1,1,14,632,506,1038,408,859,376,680,451,149,34656,0,35670
1,1,14,680,413,593,704,455,825,250,160,233,26211,1,35664
0,1,15,491,503,371,209,747,87,350,681,567,28112,0,35669
1,1,14,843,328,496,69,428,395,6,435,466,29883,0,35686
0,1,15,489,546,99,257,196,437,724,547,116,25653,0,35658
1,1,14,567,402,379,88,472,972,716,401,175,34807,0,35657
2,2,14,903,161,251,378,538,432,787,284,404,34583,0,35663
2,2,15,1092,563,244,519,454,316,160,281,552,34329,0,35658
2,2,14,1001,415,699,512,619,293,985,521,1262,31560,0,35678
2,2,14,1268,818,94,175,419,768,626,509,228,26939,1,35693
0,1,15,637,692,1076,833,838,528,395,253,488,22727,1,35679
1,1,14,514,557,729,320,370,690,524,848,531,30788,0,35650
1,1,14,865,504,211,183,652,154,886,516,452,29849,0,35665
0,1,14,698,390,468,52,53,256,639,189,666,24182,1,35694
0,0,14,105,731,83,952,441,487,217,133,537,9545,0,35690
1,1,14,609,472,200,664,304,785,422,526,400,29543,0,35657
4,4,15,1867,403,494,382,369,463,983,209,362,32361,1,35635
1,1,14,875,167,866,332,418,218,418,959,153,27682,1,35641
0,1,14,652,397,453,122,689,241,1008,754,639,19386,1,35642
2,2,14,1106,957,758,72,732,191,1195,424,125,32420,0,35655
2,2,14,1261,1003,855,463,1039,1073,279,670,385,31816,0,35635
1,1,14,828,184,751,786,849,214,794,420,452,25640,1,35629
0,0,14,297,502,467,338,338,483,208,149,343,18257,0,35644
0,1,15,415,980,409,131,15,647,467,503,1016,26612,0,35681
2,2,14,1247,462,155,531,166,640,204,565,570,28865,1,35668
2,2,14,1230,397,757,130,433,673,732,327,726,31778,0,35626
1,1,14,719,271,386,551,154,594,611,20,599,35117,0,35602
0,0,14,124,313,634,340,325,289,591,70,1162,11736,0,35617
0,0,14,262,287,545,546,670,255,54,147,297,19166,0,35648
1,1,15,626,171,289,1284,441,540,1005,738,299,27766,0,35655
1,1,14,610,846,301,319,736,455,472,536,518,27680,0,35675
2,2,14,1151,254,426,1103,663,866,762,477,480,33780,0,35674
2,2,15,1138,356,148,547,342,519,417,1338,370,32263,0,35669
0,0,14,385,670,311,165,933,621,526,703,215,30494,0,35683
0,0,14,277,543,103,476,267,143,69,453,273,28535,0,35684
3,3,14,1358,831,534,151,728,526,574,243,487,32415,0,35672
1,1,14,647,735,493,366,613,736,466,516,771,30846,0,35657
0,0,15,334,1179,1027,946,347,812,187,215,514,25024,0,35653
1,2,14,877,868,527,851,499,1044,805,483,403,28195,1,35638
1,1,14,735,234,409,247,541,398,642,186,142,33621,0,35628
1,2,14,962,1150,417,773,428,295,354,442,860,24446,1,35596
2,2,15,1045,433,554,629,490,938,130,705,1050,31721,0,35626
1,1,14,792,1000,470,102,708,198,235,552,372,31690,0,35642
0,0,14,349,438,705,452,289,566,153,765,282,20934,0,35652
0,1,14,551,419,197,518,418,477,227,364,372,10853,0,35675
2,2,14,1040,555,215,717,423,354,317,343,568,29091,1,35667
2,2,14,1060,1161,1099,427,1028,408,569,422,249,34587,0,35640
2,2,15,1314,654,610,484,174,333,904,164,376,28482,1,35668
1,1,14,841,261,237,443,624,457,504,450,695,34663,0,35677
3,3,15,1692,680,367,517,580,631,821,486,473,34474,0,35672
0,0,15,158,306,707,457,879,224,692,395,872,1716,0,35642
2,2,14,1113,321,97,146,472,481,429,231,637,29293,1,35640
1,1,15,733,561,1123,316,96,680,439,98,542,27243,1,35650
1,1,14,498,139,213,322,527,578,390,313,679,32571,0,35679
1,2,15,1190,121,777,1042,609,779,351,359,287,24361,2,35686
0,0,14,356,273,436,776,663,647,97,172,352,25415,0,35671
1,1,15,509,1060,870,458,17,297,678,381,444,32714,0,35676
1,1,14,572,366,857,436,511,393,362,280,843,30725,0,35679
2,2,14,1127,471,952,633,271,115,305,510,517,28846,1,35700
1,1,14,654,822,441,404,139,190,756,182,287,25972,1,35702
1,2,14,1239,200,731,208,316,371,280,455,561,24020,2,35697
1,1,14,613,710,642,225,261,296,458,523,711,27495,0,35706
0,1,14,523,635,23,680,405,59,113,659,161,21770,1,35695
1,1,14,595,635,818,878,714,236,564,715,404,30860,0,35713
2,2,14,1251,810,427,263,134,398,405,436,198,31908,0,35718
1,1,14,725,347,763,565,253,433,784,270,106,30717,0,35724
0,0,14,390,767,528,897,151,531,622,491,42,9727,0,35711
0,0,15,454,917,579,460,254,687,519,492,567,29906,0,35734
0,0,15,369,437,739,1014,509,1012,233,767,377,31415,0,35726
1,1,14,679,712,501,714,452,459,389,257,598,33318,0,35684
1,2,14,928,169,703,694,634,345,724,668,426,26325,1,35678
0,1,14,834,153,216,126,465,194,460,216,575,23188,1,35683
2,2,14,982,417,394,252,109,148,544,489,637,33036,0,35711
1,1,15,675,563,410,466,272,849,322,457,410,34283,0,35721
2,2,14,985,543,997,715,361,147,255,450,300,33344,0,35700
1,1,14,677,852,555,579,595,1297,632,627,455,34947,0,35694
1,2,14,956,577,15,273,249,266,424,425,838,26493,1,35697
0,1,14,643,572,443,217,513,100,627,561,516,23615,1,35725
1,1,14,805,268,114,385,723,73,226,697,452,33104,0,35718
1,2,14,882,1092,229,950,355,791,310,365,921,28257,1,35707
0,0,14,410,743,660,782,180,643,246,684,864,24197,0,35700
1,1,14,639,264,177,614,396,230,264,383,552,30696,0,35704
1,1,15,525,570,238,637,271,201,348,208,667,30766,0,35716
0,0,14,370,785,783,457,710,319,194,773,654,26193,0,35712
2,2,14,1160,613,185,819,827,140,1071,518,572,31877,0,35710
2,2,14,1163,248,219,528,357,225,164,414,644,27860,1,35704
0,1,14,464,128,47,349,201,422,578,492,84,10270,0,35700
2,2,14,1187,718,267,524,590,532,391,252,291,31373,0,35696
1,1,14,563,428,181,427,660,744,1178,453,199,31066,0,35690
0,1,14,551,357,685,304,286,164,139,174,423,8207,0,35716
1,1,14,859,355,589,236,880,856,370,849,254,24300,1,35725
2,2,14,1026,106,179,164,858,143,818,545,466,34273,0,35698
0,1,14,783,411,432,1264,286,389,371,757,816,21474,1,35687
1,1,14,638,463,784,446,491,199,843,553,634,30869,0,35669
1,1,14,477,731,592,882,556,711,467,494,429,32973,0,35672
1,1,14,582,1081,837,961,172,318,441,657,523,32946,0,35669
0,0,14,384,602,405,273,348,686,361,323,309,27806,0,35664
0,0,14,296,704,344,133,106,304,630,558,796,11086,0,35679
1,1,15,760,594,205,688,366,788,585,667,375,24782,1,35681
2,2,14,966,190,406,595,812,157,705,298,492,32804,0,35681
2,2,15,1053,357,737,604,757,564,644,676,914,32289,0,35682
0,1,14,428,461,439,823,168,530,324,285,242,23418,0,35688
1,1,14,750,1022,745,662,680,397,554,499,376,30428,0,35699
0,0,14,112,315,1083,418,505,845,462,1265,603,5190,0,35714
0,1,14,545,177,84,380,635,471,704,127,725,11690,1,35689
0,1,14,782,735,685,276,121,756,753,644,341,21536,1,35693
0,0,14,114,582,605,542,1059,682,309,588,328,1357,0,35696
1,1,14,623,267,751,697,662,909,508,480,375,27326,0,35693
0,0,14,322,254,343,120,334,467,194,474,194,17026,0,35686
1,1,14,585,55,155,826,330,395,470,170,480,31791,0,35686
2,2,14,1082,588,460,12,519,472,113,716,210,31970,0,35682
0,0,14,207,307,1028,231,933,638,277,408,371,30077,0,35688
1,1,14,564,565,302,409,400,477,726,775,469,34237,0,35688
1,2,15,910,336,735,687,367,333,740,354,380,29997,0,35702
2,2,15,1108,631,397,723,705,707,456,457,886,33806,0,35710
0,1,15,728,635,802,253,319,249,657,736,479,22987,1,35697
0,1,14,561,616,637,202,1137,609,530,486,534,26367,0,35692
1,1,14,747,689,329,1172,736,579,328,307,375,29083,0,35696
1,1,14,638,743,506,434,403,528,568,1034,442,31211,0,35703
